func_name,dim,noise_name,rf_config,seed,approach,spearman_true,spearman_resid,log_pearson_true,mse_var,rmse_var,nlpd_aleatoric
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,1,standard_ari_var,,,,3.1330321332791755e-05,0.005597349491749801,-0.3895691903689643
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,1,standard_ari_std,,,,0.0032264189388037682,0.056801575143685654,-0.344783815169868
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,2,shaker_entropy,,,,4.463973397572509,2.1128117279049046,618474.353750038
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,2,shaker_geom_var,,,,4.626685662326793e-05,0.006801974465055564,-0.033560380455425004
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,2,shaker_geom_std,,,,0.00218143947256958,0.04670588263344972,-0.4097614939058809
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,2,standard_ari_var,,,,3.0139238969915844e-05,0.005489921581399487,-0.42672067669056535
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,2,standard_ari_std,,,,0.0033207401714445035,0.05762586373707993,-0.3404251565395293
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,3,shaker_entropy,,,,4.481077373458911,2.1168555391095802,591599.808068322
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,3,shaker_geom_var,,,,4.6512351813682724e-05,0.006819996467277877,-0.09286333327127366
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,3,shaker_geom_std,,,,0.0021666187468690127,0.04654695206851908,-0.41510914712025365
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,3,standard_ari_var,,,,3.053120232084566e-05,0.0055255047118653025,-0.4641420433790665
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,3,standard_ari_std,,,,0.003287786164942695,0.05733922012848357,-0.34548682018603494
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,4,shaker_entropy,,,,4.533214971783643,2.1291347941789978,598606.8427813831
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,4,shaker_geom_var,,,,4.720816209900837e-05,0.006870819608970124,-0.053285840416702854
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,4,shaker_geom_std,,,,0.0021278066297425445,0.04612815441509171,-0.4173374080064199
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,4,standard_ari_var,,,,3.163678570205254e-05,0.0056246587187181885,-0.44123594859971565
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,4,standard_ari_std,,,,0.0032653609383521075,0.057143336779996556,-0.3474170217928728
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,5,shaker_entropy,,,,4.485238539474664,2.117838175941369,588580.1919855878
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,5,shaker_geom_var,,,,4.6547519986308216e-05,0.006822574293205477,-0.10333507108951445
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,5,shaker_geom_std,,,,0.0021653453013875793,0.046533270907895344,-0.4159624503985965
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,5,standard_ari_var,,,,3.0743298988067364e-05,0.005544664010385784,-0.4737792282425545
sin_cos_9d_homoscedastic_low_RF,9,RF,Default,5,standard_ari_std,,,,0.003269398307958125,0.05717865255458653,-0.3471090930040044
